Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
1047,1783274,34,8,single,owned,no,Surveyor,Bidhannagar,West_Bengal,7,12,1
1089,2357771,59,1,single,rented,yes,Army officer,Kottayam,Kerala,1,12,1
1091,710851,21,19,single,rented,yes,Psychologist,Noida,Uttar_Pradesh,14,12,0
1094,9224297,69,19,married,owned,yes,Designer,Bahraich,Uttar_Pradesh,11,14,0
1137,8259419,36,12,single,rented,yes,Police officer,Berhampur,Odisha,5,14,0
1143,9806306,78,15,single,rented,yes,Mechanical engineer,Jalgaon,Maharashtra,4,12,0
1162,2397672,70,6,single,rented,no,Graphic Designer,Thiruvananthapuram,Kerala,6,11,1
1225,5763958,63,7,married,rented,no,Chemical engineer,Ambarnath,Maharashtra,7,12,0
1238,4881021,76,18,married,rented,no,Designer,Adoni,Andhra_Pradesh,9,13,0
1242,5218196,49,12,single,rented,yes,Air traffic controller,Guntur[13],Andhra_Pradesh,12,10,0
1296,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,1
1298,4887997,77,20,single,rented,no,Fashion Designer,Madanapalle,Andhra_Pradesh,10,13,0
1315,1591082,66,3,single,rented,no,Police officer,Nandyal,Andhra_Pradesh,3,11,1
1323,6640784,35,10,single,rented,yes,Psychologist,Bahraich,Uttar_Pradesh,5,12,0
1325,7511554,53,4,single,rented,no,Design Engineer,Amritsar,Punjab,4,11,0
1330,1514602,71,6,single,rented,no,Comedian,Raichur,Karnataka,6,13,1
1331,2450407,35,10,single,rented,no,Petroleum Engineer,Karawal_Nagar,Delhi,4,11,0
1373,5272864,40,19,single,rented,yes,Statistician,Katihar,Bihar,13,11,0
1399,2277963,33,10,married,rented,yes,Drafter,Berhampore,West_Bengal,10,11,0
1400,6430245,23,16,single,rented,yes,Comedian,Dhule,Maharashtra,11,11,0
1405,3412117,76,3,single,rented,yes,Drafter,Jaunpur,Uttar_Pradesh,3,14,1
1407,2926190,71,0,single,rented,no,Physician,Bally,West_Bengal,0,14,1
1411,4066365,56,13,single,rented,no,Secretary,Bhilai,Chhattisgarh,7,14,0
1412,6760782,68,5,single,rented,no,Chartered Accountant,Kolkata,West_Bengal,5,11,0
1416,3006454,24,11,single,norent_noown,no,Comedian,Unnao,Uttar_Pradesh,11,11,0
1455,5275803,33,10,single,rented,no,Police officer,Kulti,West_Bengal,9,13,0
1464,7767715,59,4,single,rented,no,Air traffic controller,Visakhapatnam[4],Andhra_Pradesh,4,14,0
1468,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,1
1478,7363274,70,9,married,rented,no,Drafter,Shahjahanpur,Uttar_Pradesh,5,14,0
1486,2282442,47,4,single,rented,yes,Petroleum Engineer,Raipur,Chhattisgarh,4,13,1
1503,156145,69,7,single,rented,yes,Web designer,Haldia,West_Bengal,7,13,1
1508,1089480,64,18,single,rented,no,Drafter,Bhalswa_Jahangir_Pur,Delhi,3,11,0
1520,7450646,55,19,single,rented,yes,Industrial Engineer,Morbi,Gujarat,4,10,0
1535,4733565,41,19,single,rented,no,Consultant,Siwan[32],Bihar,8,13,0
1560,1434051,67,18,single,rented,no,Psychologist,Kishanganj[35],Bihar,10,13,0
1562,3430788,63,3,single,rented,no,Design Engineer,Bidar,Karnataka,3,10,1
1563,5305500,38,3,single,rented,no,Politician,Aurangabad[39],Bihar,3,11,0
1567,279241,41,0,single,rented,yes,Physician,Thiruvananthapuram,Kerala,0,14,1
1570,630763,36,17,married,rented,no,Hotel Manager,Hapur,Uttar_Pradesh,13,13,0
1574,660630,70,1,single,rented,yes,Chartered Accountant,Pune,Maharashtra,1,10,1
1575,554517,21,7,single,rented,no,Geologist,Tezpur,Assam,5,13,1
1599,7855403,35,0,single,rented,yes,Fashion Designer,Bhilwara,Rajasthan,0,10,0
1619,2568258,67,5,single,rented,yes,Official,Pali,Rajasthan,5,11,1
1641,3468402,50,10,single,rented,no,Secretary,Hyderabad,Telangana,7,14,0
1645,5046744,63,17,single,rented,no,Aviator,Rohtak,Haryana,8,10,0
1669,5180835,22,1,single,rented,no,Air traffic controller,Bardhaman,West_Bengal,1,10,1
1689,98356,50,4,single,rented,yes,Politician,Malegaon,Maharashtra,4,13,1
1690,7296341,60,13,single,rented,no,Graphic Designer,Kirari_Suleman_Nagar,Delhi,4,13,0
1736,9879257,35,8,single,rented,yes,Technical writer,Jaipur,Rajasthan,4,10,0
1745,8618183,74,6,single,rented,no,Comedian,Asansol,West_Bengal,3,11,0
1746,2017565,62,9,single,rented,no,Technology specialist,Panvel,Maharashtra,6,11,0
1747,2280615,74,1,single,norent_noown,no,Biomedical Engineer,Visakhapatnam[4],Andhra_Pradesh,1,14,1
1752,978225,72,0,single,rented,yes,Industrial Engineer,Salem,Tamil_Nadu,0,13,1
1786,1565345,37,5,single,rented,no,Engineer,Bhind,Madhya_Pradesh,4,14,1
1811,3640092,65,2,single,rented,yes,Fashion Designer,Ghaziabad,Uttar_Pradesh,2,12,1
1812,2241295,53,17,single,rented,no,Physician,Deoghar,Jharkhand,5,12,0
1825,291209,58,4,single,rented,yes,Air traffic controller,Pali,Rajasthan,4,14,1
1829,700444,24,0,single,rented,no,Consultant,Thiruvananthapuram,Kerala,0,11,1
1835,1047915,23,4,single,rented,yes,Artist,Dhule,Maharashtra,4,11,1
1837,6142261,44,17,single,rented,yes,Surgeon,Tirupati[21][22],Andhra_Pradesh,5,13,0
1854,1743237,66,0,single,rented,no,Civil servant,Guntur[13],Andhra_Pradesh,0,14,1
1860,5253347,23,5,single,rented,no,Comedian,Ulhasnagar,Maharashtra,5,13,0
1879,3422262,78,8,single,rented,yes,Computer hardware engineer,Moradabad,Uttar_Pradesh,8,12,0
1880,1100548,49,3,single,rented,yes,Technical writer,Surat,Gujarat,3,10,1
1931,2362103,56,2,single,rented,no,Dentist,Mathura,Uttar_Pradesh,2,11,1
1938,9704228,45,14,single,rented,no,Engineer,Ghaziabad,Uttar_Pradesh,3,14,0
1971,974748,42,6,single,rented,no,Biomedical Engineer,Nagpur,Maharashtra,6,11,1
2004,6859087,44,8,single,rented,yes,Industrial Engineer,Gandhinagar,Gujarat,6,14,0
2024,1950853,54,6,single,rented,no,Air traffic controller,Suryapet,Telangana,6,14,1
2029,2297128,30,6,single,rented,yes,Computer hardware engineer,Darbhanga,Bihar,6,13,1
2038,9726816,73,0,single,rented,no,Chef,Aurangabad,Maharashtra,0,11,0
2043,335003,75,11,single,norent_noown,no,Economist,Jalna,Maharashtra,11,13,1
2068,8089960,64,11,single,rented,no,Technical writer,Berhampore,West_Bengal,11,14,0
2075,1053988,73,6,single,owned,no,Software Developer,Nashik,Maharashtra,6,13,1
2076,4949034,22,16,single,rented,yes,Physician,Eluru[25],Andhra_Pradesh,14,12,0
2090,2229331,79,6,single,rented,yes,Petroleum Engineer,Bidhannagar,West_Bengal,6,11,1
2092,8524690,38,7,single,rented,yes,Consultant,Jodhpur,Rajasthan,7,12,0
2101,228131,30,5,single,rented,no,Technician,Kakinada,Andhra_Pradesh,5,12,1
2131,4938334,73,13,single,rented,yes,Secretary,Kolkata,West_Bengal,9,10,0
2134,8942790,26,0,single,rented,no,Air traffic controller,Bikaner,Rajasthan,0,14,0
2135,3104798,27,18,single,rented,no,Magistrate,Dharmavaram,Andhra_Pradesh,12,11,0
2136,9959440,78,17,single,rented,yes,Dentist,Siliguri,West_Bengal,9,13,0
2145,3453372,47,2,single,rented,no,Financial Analyst,Saharanpur,Uttar_Pradesh,2,10,1
2153,448452,22,7,single,rented,no,Graphic Designer,Bhind,Madhya_Pradesh,6,13,1
2157,7128178,67,5,single,rented,yes,Lawyer,Secunderabad,Telangana,5,13,0
2162,5988378,24,9,single,rented,no,Official,Avadi,Tamil_Nadu,5,14,0
2168,6706117,70,6,single,rented,no,Secretary,Firozabad,Uttar_Pradesh,4,12,0
2173,289113,40,5,single,rented,yes,Politician,Bilaspur,Chhattisgarh,5,12,1
2174,2593784,66,1,single,rented,yes,Official,Muzaffarpur,Bihar,1,11,1
2176,9644741,45,2,single,rented,no,Firefighter,Anand,Gujarat,2,10,0
2180,9772588,72,16,single,rented,yes,Geologist,North_Dumdum,West_Bengal,8,12,0
2183,4902965,32,7,married,rented,no,Comedian,Nagercoil,Tamil_Nadu,7,11,0
2197,4742685,38,2,single,rented,yes,Petroleum Engineer,Guntakal,Andhra_Pradesh,2,12,1
2213,4383720,48,7,single,rented,yes,Technician,Secunderabad,Telangana,7,12,0
2235,4745314,61,18,married,rented,no,Computer operator,Rohtak,Haryana,4,14,0
2246,1369446,59,3,single,rented,no,Police officer,Bathinda,Punjab,3,11,1
2247,6098816,64,10,single,rented,no,Designer,Siwan[32],Bihar,8,10,0
2249,2147176,45,5,single,owned,no,Lawyer,New_Delhi,Delhi,5,14,1
2253,8212954,70,7,single,rented,no,Surveyor,Bardhaman,West_Bengal,5,14,0
2266,3478374,74,5,single,rented,no,Industrial Engineer,Kochi,Kerala,5,10,1
2271,7059372,43,4,married,owned,no,Magistrate,Varanasi,Uttar_Pradesh,4,13,0
2274,1308957,22,20,single,rented,no,Drafter,Chandigarh_city,Chandigarh,3,14,0
2294,5509700,37,0,single,rented,no,Microbiologist,Machilipatnam,Andhra_Pradesh,0,13,1
2298,5178562,28,9,single,rented,no,Magistrate,Bulandshahr,Uttar_Pradesh,9,12,0
2300,1045513,40,2,single,norent_noown,no,Consultant,Hyderabad,Telangana,2,14,1
2322,7204122,73,14,married,rented,yes,Army officer,Kirari_Suleman_Nagar,Delhi,14,11,0
2329,4195860,46,8,single,rented,no,Hotel Manager,Mira-Bhayandar,Maharashtra,5,11,0
2332,1929764,45,5,single,rented,no,Geologist,Firozabad,Uttar_Pradesh,3,12,1
2342,3671761,29,18,single,rented,yes,Scientist,Dehradun,Uttarakhand,3,14,0
2348,1923313,71,5,single,rented,no,Magistrate,Pallavaram,Tamil_Nadu,3,10,1
2352,5695619,29,4,single,rented,no,Politician,Bhalswa_Jahangir_Pur,Delhi,4,13,0
2353,469269,65,7,single,rented,no,Software Developer,Nashik,Maharashtra,3,12,1
2362,9932138,45,19,single,rented,no,Official,Vijayawada,Andhra_Pradesh,9,14,0
2378,1216848,60,9,single,rented,no,Computer hardware engineer,Muzaffarpur,Bihar,9,12,1
2386,3092529,49,1,single,rented,no,Fashion Designer,Kottayam,Kerala,1,10,1
2404,9926354,29,4,single,rented,no,Chartered Accountant,Dibrugarh,Assam,3,11,0
2407,2499276,21,0,single,rented,no,Physician,Dhanbad,Jharkhand,0,12,1
2411,1085302,69,4,single,rented,no,Flight attendant,Panihati,West_Bengal,4,10,1
2427,9842288,38,3,single,rented,yes,Magistrate,Dibrugarh,Assam,3,14,0
2429,291391,33,8,single,rented,no,Technical writer,Bhiwani,Haryana,6,13,1
2447,8256373,33,15,single,rented,yes,Magistrate,Kakinada,Andhra_Pradesh,7,13,0
2465,7018326,33,20,single,norent_noown,yes,Microbiologist,Vellore,Tamil_Nadu,4,11,0
2469,90178,76,9,single,rented,no,Geologist,Mathura,Uttar_Pradesh,9,11,1
2496,2974289,22,3,single,rented,no,Civil servant,Raebareli,Uttar_Pradesh,3,13,1
2510,7835117,40,3,single,rented,yes,Technical writer,Guwahati,Assam,3,14,0
2511,8461272,68,11,single,rented,no,Geologist,Amaravati,Andhra_Pradesh,9,12,0
2518,7171033,68,19,married,rented,no,Computer operator,Jalandhar,Punjab,4,10,0
2532,1872336,28,3,single,rented,yes,Industrial Engineer,Satna,Madhya_Pradesh,3,12,1
2537,6563391,42,9,married,rented,no,Mechanical engineer,Faridabad,Haryana,9,12,0
2553,229131,76,10,single,rented,no,Aviator,Ichalkaranji,Maharashtra,10,13,1
2555,9624787,78,12,single,rented,no,Mechanical engineer,Munger,Bihar,10,11,0
2582,270761,48,1,single,rented,no,Fashion Designer,Ajmer,Rajasthan,1,11,1
2584,4651030,64,13,single,rented,yes,Computer operator,Orai,Uttar_Pradesh,4,10,0
2611,1114427,73,9,single,rented,yes,Comedian,Sasaram[30],Bihar,9,13,1
2620,6330110,74,17,single,rented,no,Geologist,Chinsurah,West_Bengal,11,13,0
2623,110437,41,8,single,rented,no,Police officer,Gopalpur,West_Bengal,8,12,1
2625,2153305,21,11,single,rented,yes,Computer hardware engineer,Shimla,Himachal_Pradesh,11,14,0
2648,5323346,29,12,single,rented,no,Computer hardware engineer,Kolkata,West_Bengal,4,14,0
2664,1847709,44,3,single,rented,yes,Scientist,Thiruvananthapuram,Kerala,3,12,1
2667,6304775,21,13,single,rented,no,Official,Davanagere,Karnataka,7,11,0
2672,1225686,65,9,single,rented,no,Comedian,Hospet,Karnataka,5,13,1
2694,5978301,73,7,single,rented,yes,Aviator,Bhusawal,Maharashtra,7,11,0
2715,4631897,73,4,married,rented,yes,Secretary,Raiganj,West_Bengal,4,14,0
2718,1360053,47,9,single,rented,no,Software Developer,Kharagpur,West_Bengal,4,11,1
2721,713017,40,17,single,rented,yes,Statistician,Bahraich,Uttar_Pradesh,5,10,0
2722,431500,51,10,single,rented,yes,Surveyor,Chandrapur,Maharashtra,10,11,1
2735,8717303,55,10,single,rented,no,Drafter,Dewas,Madhya_Pradesh,10,13,0
2751,2467224,35,3,single,rented,no,Flight attendant,Dibrugarh,Assam,3,11,1
2778,3671933,78,18,single,rented,no,Financial Analyst,Ambala,Haryana,12,12,0
2784,2729670,23,10,single,rented,no,Army officer,Secunderabad,Telangana,10,13,0
2788,1435004,50,2,single,rented,yes,Microbiologist,Kavali,Andhra_Pradesh,2,14,1
2790,2687545,60,3,single,rented,yes,Technical writer,Mango,Jharkhand,3,11,1
2808,1020342,37,14,single,rented,no,Official,Bhiwani,Haryana,9,11,0
2811,8906336,69,18,married,rented,yes,Mechanical engineer,Bikaner,Rajasthan,13,11,0
2814,1657435,36,7,single,rented,yes,Hotel Manager,Bilaspur,Chhattisgarh,7,13,1
2816,739809,55,4,single,rented,no,Artist,Vijayanagaram,Andhra_Pradesh,4,12,1
2820,4837156,22,10,single,rented,yes,Design Engineer,Ongole,Andhra_Pradesh,9,10,0
2826,2844373,28,3,single,rented,no,Psychologist,Vasai-Virar,Maharashtra,3,11,1
2830,2740967,63,5,single,rented,no,Civil servant,Nagaon,Assam,5,13,1
2840,7283454,74,5,married,rented,no,Technical writer,Machilipatnam,Andhra_Pradesh,5,11,0
2847,7373046,79,18,single,norent_noown,no,Microbiologist,Bhagalpur,Bihar,9,10,0
2856,3455508,34,6,single,rented,no,Official,Thrissur,Kerala,6,10,0
2872,9513619,76,2,single,rented,no,Financial Analyst,Haldia,West_Bengal,2,14,0
2875,1818040,54,1,single,rented,no,Air traffic controller,Sagar,Madhya_Pradesh,1,14,1
2889,7201729,22,19,single,rented,no,Technical writer,Vijayawada,Andhra_Pradesh,4,12,0
2897,2318739,59,4,single,rented,no,Computer operator,Nadiad,Gujarat,4,14,1
2898,7802075,53,18,single,rented,no,Statistician,Ambattur,Tamil_Nadu,7,12,0
2900,413811,78,6,single,rented,yes,Magistrate,Akola,Maharashtra,6,11,1
2902,3632441,66,2,single,rented,yes,Statistician,Jabalpur,Madhya_Pradesh,2,13,1
2912,455805,72,0,single,rented,no,Aviator,Raurkela_Industrial_Township,Odisha,0,12,1
2914,9099898,63,13,single,rented,yes,Economist,Fatehpur,Uttar_Pradesh,11,13,0
2942,3512152,35,3,single,norent_noown,yes,Surgeon,Nagercoil,Tamil_Nadu,3,13,1
2949,5385174,49,18,single,rented,no,Magistrate,Jehanabad[38],Bihar,12,12,0
2958,5923212,57,2,single,rented,yes,Chemical engineer,Sikar,Rajasthan,2,11,0
2959,4094948,49,3,single,rented,yes,Flight attendant,Vadodara,Gujarat,3,12,1
2968,2143718,25,0,single,norent_noown,yes,Drafter,Kottayam,Kerala,0,10,1
2969,794175,52,1,single,rented,no,Aviator,Nanded,Maharashtra,1,12,1
2973,3735931,69,15,single,rented,no,Consultant,Hajipur[31],Bihar,14,13,0
2975,3424035,24,2,single,rented,no,Statistician,Malda,West_Bengal,2,14,1
2979,2162632,76,7,single,rented,yes,Software Developer,Bellary,Karnataka,7,10,1
2993,7655074,22,15,single,rented,no,Comedian,Raebareli,Uttar_Pradesh,7,11,0
3021,6487755,78,12,married,owned,no,Consultant,Ghaziabad,Uttar_Pradesh,6,11,0
3023,3861206,55,18,single,rented,no,Architect,Amroha,Uttar_Pradesh,10,11,0
3040,3373735,44,4,single,rented,yes,Politician,Bhimavaram,Andhra_Pradesh,4,13,1
3044,1171826,44,8,single,rented,no,Computer hardware engineer,Salem,Tamil_Nadu,8,11,1
3061,915146,50,4,single,owned,no,Computer operator,Gandhidham,Gujarat,4,13,1
3074,8688770,78,3,single,rented,yes,Statistician,Bongaigaon,Assam,3,11,0
3084,1298318,30,1,single,rented,yes,Hotel Manager,Suryapet,Telangana,1,12,1
3090,5126123,41,1,single,rented,no,Psychologist,Malda,West_Bengal,1,12,1
3100,1576494,36,5,single,rented,yes,Technology specialist,Raurkela_Industrial_Township,Odisha,5,14,1
3110,3054126,65,19,single,owned,yes,Physician,Bahraich,Uttar_Pradesh,11,14,0
3115,3154685,27,1,single,rented,no,Chartered Accountant,Gandhidham,Gujarat,1,12,1
3127,357702,76,6,single,owned,no,Official,Solapur,Maharashtra,3,13,1
3164,4644109,52,14,single,rented,no,Dentist,Karaikudi,Tamil_Nadu,6,14,0
3166,5157518,23,6,single,rented,no,Engineer,Thane,Maharashtra,6,14,0
3172,9841721,58,19,single,rented,no,Biomedical Engineer,Bongaigaon,Assam,9,12,0
3233,2713971,74,2,single,rented,yes,Politician,Chittoor[28],Andhra_Pradesh,2,12,1
3243,4006235,74,11,single,rented,no,Technology specialist,Bhagalpur,Bihar,3,13,0
3310,3679043,60,5,single,rented,no,Air traffic controller,Bulandshahr,Uttar_Pradesh,3,12,0
3318,4990273,58,2,single,rented,no,Computer hardware engineer,Haldia,West_Bengal,2,14,1
3332,429827,35,2,single,rented,no,Consultant,Silchar,Assam,2,14,1
3362,283812,77,20,single,owned,no,Geologist,Ulhasnagar,Maharashtra,10,10,0
3408,6702307,62,4,single,rented,no,Geologist,Silchar,Assam,4,13,0
3417,7509022,75,7,single,rented,no,Chemical engineer,Mau,Uttar_Pradesh,7,12,0
3431,9791269,51,7,single,rented,no,Computer hardware engineer,Asansol,West_Bengal,6,10,0
3443,4329497,66,2,single,rented,no,Mechanical engineer,Raipur,Chhattisgarh,2,11,1
3465,8619794,58,2,single,rented,no,Army officer,New_Delhi,Delhi,2,12,0
3481,1350358,39,11,single,rented,no,Librarian,Gurgaon,Haryana,11,14,0
3496,6517120,34,12,single,rented,no,Librarian,"Khora,_Ghaziabad",Uttar_Pradesh,4,14,0
3507,6035175,63,10,single,owned,yes,Architect,Satara,Maharashtra,8,13,0
3513,6475776,35,4,single,norent_noown,no,Surveyor,Ambarnath,Maharashtra,4,11,0
3516,4251239,79,2,single,rented,no,Analyst,Kurnool[18],Andhra_Pradesh,2,14,1
3520,2800327,50,6,single,rented,yes,Software Developer,Morena,Madhya_Pradesh,6,10,1
3521,9128273,76,7,single,rented,no,Aviator,Secunderabad,Telangana,4,11,0
3526,6493154,31,14,single,rented,no,Scientist,Imphal,Manipur,7,12,0
3529,3753824,28,7,single,rented,no,Microbiologist,Muzaffarnagar,Uttar_Pradesh,7,11,0
3543,5489333,45,14,single,rented,no,Drafter,Akola,Maharashtra,12,14,0
3548,8908371,25,16,single,rented,no,Chef,Guwahati,Assam,7,11,0
3560,1821438,26,0,single,rented,yes,Chartered Accountant,Fatehpur,Uttar_Pradesh,0,12,1
3570,8683788,21,16,single,rented,yes,Technical writer,Gopalpur,West_Bengal,10,11,0
3575,3602416,48,3,single,rented,no,Air traffic controller,Ratlam,Madhya_Pradesh,3,13,1
3580,5158722,69,3,single,rented,no,Drafter,Madanapalle,Andhra_Pradesh,3,14,0
3587,8148691,29,19,single,rented,no,Comedian,Unnao,Uttar_Pradesh,11,12,0
3591,3290571,50,11,single,rented,no,Computer operator,Amaravati,Andhra_Pradesh,5,11,0
3592,8780860,49,18,single,rented,no,Graphic Designer,Thoothukudi,Tamil_Nadu,8,14,0
3596,3440491,67,3,single,rented,no,Computer hardware engineer,Jalgaon,Maharashtra,3,12,1
3608,4214101,60,16,single,norent_noown,no,Hotel Manager,Satna,Madhya_Pradesh,13,10,0
3621,4188349,50,4,single,rented,yes,Comedian,Solapur,Maharashtra,4,10,0
3627,974413,35,1,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,1,14,1
3642,9849636,38,20,single,rented,yes,Computer hardware engineer,Sambalpur,Odisha,13,11,0
3675,5393575,22,1,single,rented,yes,Firefighter,Motihari[34],Bihar,1,13,1
3687,5032273,53,2,single,rented,no,Computer operator,Gandhidham,Gujarat,2,12,0
3692,7065695,72,6,single,rented,no,Secretary,Vijayanagaram,Andhra_Pradesh,6,12,0
3702,785016,36,16,single,rented,no,Economist,Hospet,Karnataka,7,12,0
3711,6055718,30,4,single,rented,no,Analyst,Solapur,Maharashtra,4,10,0
3736,8406226,62,19,married,rented,no,Industrial Engineer,Berhampur,Odisha,7,13,0
3742,9486727,70,16,single,rented,no,Mechanical engineer,Bharatpur,Rajasthan,3,11,0
3754,9557082,70,0,married,rented,yes,Financial Analyst,Bharatpur,Rajasthan,0,13,0
3781,972023,37,6,single,rented,yes,Designer,Yamunanagar,Haryana,5,11,1
3791,6094306,37,7,single,rented,no,Computer hardware engineer,Chinsurah,West_Bengal,7,12,0
3796,4246856,76,0,single,rented,yes,Civil engineer,Ahmedabad,Gujarat,0,10,1
3811,5194149,49,17,single,rented,no,Surgeon,Satara,Maharashtra,6,12,0
3823,2731553,56,14,married,owned,no,Architect,Guwahati,Assam,3,12,0
3831,9885445,59,12,single,rented,no,Petroleum Engineer,Agra,Uttar_Pradesh,8,12,0
3842,9426676,41,6,single,rented,no,Designer,Navi_Mumbai,Maharashtra,6,14,0
