Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
11226,706809,71,3,single,rented,no,Librarian,Coimbatore,Tamil_Nadu,3,13,1
11255,976533,48,2,single,rented,no,Statistician,Bardhaman,West_Bengal,2,10,1
11262,414060,64,16,single,norent_noown,no,Financial Analyst,Kadapa[23],Andhra_Pradesh,14,11,1
11297,340075,45,0,single,rented,no,Industrial Engineer,Bulandshahr,Uttar_Pradesh,0,13,1
11467,96503,40,13,single,rented,no,Flight attendant,Shimla,Himachal_Pradesh,3,14,1
11580,215207,32,7,married,rented,no,Lawyer,Singrauli,Madhya_Pradesh,7,13,1
11623,800194,33,5,single,rented,no,Drafter,Darbhanga,Bihar,5,13,1
11798,902071,63,4,single,rented,no,Economist,Jorhat,Assam,4,12,1
11892,420777,41,1,single,rented,no,Politician,Darbhanga,Bihar,1,11,1
12011,831067,48,2,married,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,2,11,1
12113,424512,60,16,single,rented,no,Designer,Bhopal,Madhya_Pradesh,5,11,1
12193,911309,69,12,single,rented,no,Flight attendant,Nanded,Maharashtra,9,13,1
12279,630763,36,17,married,rented,no,Hotel Manager,Hapur,Uttar_Pradesh,13,13,1
12284,554517,21,7,single,rented,no,Geologist,Tezpur,Assam,5,13,1
12344,140516,29,19,single,rented,no,Politician,Vellore,Tamil_Nadu,14,10,1
12547,700444,24,0,single,rented,no,Consultant,Thiruvananthapuram,Kerala,0,11,1
12573,116617,62,15,single,rented,no,Mechanical engineer,Bhilai,Chhattisgarh,14,11,1
12628,779324,45,20,single,rented,no,Architect,Srinagar,Jammu_and_Kashmir,4,10,1
12632,208537,33,6,married,rented,no,Air traffic controller,Vijayawada,Andhra_Pradesh,6,12,1
12711,151700,33,20,single,rented,no,Politician,Patiala,Punjab,6,13,1
12757,335003,75,11,single,norent_noown,no,Economist,Jalna,Maharashtra,11,13,1
12817,718057,59,19,single,rented,no,Financial Analyst,Guwahati,Assam,4,11,1
12820,228131,30,5,single,rented,no,Technician,Kakinada,Andhra_Pradesh,5,12,1
12821,600473,24,11,single,rented,no,Analyst,Faridabad,Haryana,6,14,1
12855,75855,33,17,single,rented,no,Technology specialist,Nagaon,Assam,12,11,1
12865,448452,22,7,single,rented,no,Graphic Designer,Bhind,Madhya_Pradesh,6,13,1
12874,147581,74,18,single,norent_noown,no,Chartered Accountant,Jalgaon,Maharashtra,9,11,1
13025,622010,65,8,single,rented,no,Consultant,Kakinada,Andhra_Pradesh,8,13,1
13038,332177,70,20,single,rented,no,Secretary,Sikar,Rajasthan,7,13,1
13065,265272,75,20,single,rented,no,Mechanical engineer,Delhi_city,Delhi,6,14,1
13072,469269,65,7,single,rented,no,Software Developer,Nashik,Maharashtra,3,12,1
13112,555482,32,12,single,rented,no,Chartered Accountant,Gorakhpur,Uttar_Pradesh,9,11,1
13151,681686,71,18,single,rented,no,Artist,Mangalore,Karnataka,13,10,1
13155,291391,33,8,single,rented,no,Technical writer,Bhiwani,Haryana,6,13,1
13176,882249,36,14,single,owned,no,Dentist,Phagwara,Punjab,12,13,1
13180,998868,44,16,single,rented,no,Microbiologist,Hapur,Uttar_Pradesh,5,13,1
13199,90178,76,9,single,rented,no,Geologist,Mathura,Uttar_Pradesh,9,11,1
13286,229131,76,10,single,rented,no,Aviator,Ichalkaranji,Maharashtra,10,13,1
13319,270761,48,1,single,rented,no,Fashion Designer,Ajmer,Rajasthan,1,11,1
13364,110437,41,8,single,rented,no,Police officer,Gopalpur,West_Bengal,8,12,1
13470,72998,51,16,single,rented,no,Geologist,Purnia[26],Bihar,13,13,1
13549,681915,24,16,single,rented,no,Scientist,Ulhasnagar,Maharashtra,9,10,1
13557,739809,55,4,single,rented,no,Artist,Vijayanagaram,Andhra_Pradesh,4,12,1
13566,601404,47,20,single,rented,no,Petroleum Engineer,Navi_Mumbai,Maharashtra,8,10,1
13650,455805,72,0,single,rented,no,Aviator,Raurkela_Industrial_Township,Odisha,0,12,1
13712,794175,52,1,single,rented,no,Aviator,Nanded,Maharashtra,1,12,1
13765,827855,41,15,single,rented,no,Scientist,Vijayanagaram,Andhra_Pradesh,8,13,1
13806,915146,50,4,single,owned,no,Computer operator,Gandhidham,Gujarat,4,13,1
13865,670260,70,16,single,rented,no,Army officer,Siwan[32],Bihar,14,14,1
13871,357702,76,6,single,owned,no,Official,Solapur,Maharashtra,3,13,1
14077,429827,35,2,single,rented,no,Consultant,Silchar,Assam,2,14,1
14392,974413,35,1,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,1,14,1
14409,250306,23,15,single,rented,no,Design Engineer,Nadiad,Gujarat,10,14,1
14427,668849,74,15,single,rented,no,Psychologist,Bhavnagar,Gujarat,13,11,1
14502,428454,53,18,single,rented,no,Police officer,Gulbarga,Karnataka,9,13,1
14543,759604,26,18,single,rented,no,Civil servant,Mathura,Uttar_Pradesh,10,11,1
14705,990424,30,18,single,rented,no,Artist,Ozhukarai,Puducherry,13,10,1
14707,250968,60,7,single,rented,no,Lawyer,Bhatpara,West_Bengal,4,14,1
14777,460547,70,20,single,rented,no,Software Developer,Asansol,West_Bengal,4,12,1
14794,235563,48,5,married,rented,no,Flight attendant,Katihar,Bihar,5,11,1
14836,752752,76,3,single,rented,no,Physician,Ahmedabad,Gujarat,3,12,1
15030,743219,54,5,single,owned,no,Statistician,Haridwar,Uttarakhand,5,12,1
15377,533359,50,7,single,rented,no,Engineer,Mumbai,Maharashtra,6,11,1
15382,612456,54,16,single,rented,no,Financial Analyst,Agartala,Tripura,9,11,1
15437,245102,36,4,single,rented,no,Web designer,Mango,Jharkhand,4,12,1
15497,448021,54,11,single,rented,no,Flight attendant,Solapur,Maharashtra,11,14,1
15732,423074,54,16,single,rented,no,Software Developer,Nizamabad,Telangana,14,11,1
15839,926842,26,10,single,owned,no,Financial Analyst,Kolhapur,Maharashtra,10,12,1
16060,11114,73,19,single,rented,no,Surveyor,Nellore[14][15],Andhra_Pradesh,4,14,1
16080,133768,50,20,single,rented,no,Lawyer,Chandrapur,Maharashtra,10,12,1
16104,678684,67,1,single,rented,no,Magistrate,Kirari_Suleman_Nagar,Delhi,1,10,1
16111,156632,62,5,single,rented,no,Technical writer,Chandrapur,Maharashtra,5,10,1
16117,355672,47,11,single,rented,no,Psychologist,Satna,Madhya_Pradesh,11,14,1
16146,606432,39,9,single,rented,no,Chemical engineer,Gwalior,Madhya_Pradesh,6,10,1
16272,535157,50,2,married,rented,no,Engineer,Kochi,Kerala,2,10,1
16331,624985,47,11,single,rented,no,Software Developer,Varanasi,Uttar_Pradesh,6,11,1
16335,233888,64,1,single,rented,no,Psychologist,Tumkur,Karnataka,1,10,1
16536,780090,55,9,single,norent_noown,no,Surveyor,Gorakhpur,Uttar_Pradesh,9,14,1
16559,321358,78,17,single,rented,no,Dentist,Alwar,Rajasthan,9,13,1
16615,649902,54,15,single,rented,no,Technician,Aurangabad,Maharashtra,8,11,1
16636,706809,71,3,single,rented,no,Librarian,Coimbatore,Tamil_Nadu,3,13,1
16709,340075,45,0,single,rented,no,Industrial Engineer,Bulandshahr,Uttar_Pradesh,0,13,1
16885,960205,66,16,single,rented,no,Comedian,Vijayawada,Andhra_Pradesh,7,11,1
16888,96503,40,13,single,rented,no,Flight attendant,Shimla,Himachal_Pradesh,3,14,1
16995,215207,32,7,married,rented,no,Lawyer,Singrauli,Madhya_Pradesh,7,13,1
17040,248099,56,9,single,rented,no,Police officer,Surat,Gujarat,7,12,1
17042,800194,33,5,single,rented,no,Drafter,Darbhanga,Bihar,5,13,1
17212,902071,63,4,single,rented,no,Economist,Jorhat,Assam,4,12,1
17313,420777,41,1,single,rented,no,Politician,Darbhanga,Bihar,1,11,1
17358,826478,33,15,single,rented,no,Drafter,Ludhiana,Punjab,13,11,1
17435,831067,48,2,married,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,2,11,1
17539,424512,60,16,single,rented,no,Designer,Bhopal,Madhya_Pradesh,5,11,1
17626,911309,69,12,single,rented,no,Flight attendant,Nanded,Maharashtra,9,13,1
17715,630763,36,17,married,rented,no,Hotel Manager,Hapur,Uttar_Pradesh,13,13,1
17719,554517,21,7,single,rented,no,Geologist,Tezpur,Assam,5,13,1
17966,700444,24,0,single,rented,no,Consultant,Thiruvananthapuram,Kerala,0,11,1
17992,116617,62,15,single,rented,no,Mechanical engineer,Bhilai,Chhattisgarh,14,11,1
18040,779324,45,20,single,rented,no,Architect,Srinagar,Jammu_and_Kashmir,4,10,1
18044,208537,33,6,married,rented,no,Air traffic controller,Vijayawada,Andhra_Pradesh,6,12,1
18093,974748,42,6,single,rented,no,Biomedical Engineer,Nagpur,Maharashtra,6,11,1
18116,151700,33,20,single,rented,no,Politician,Patiala,Punjab,6,13,1
18166,335003,75,11,single,norent_noown,no,Economist,Jalna,Maharashtra,11,13,1
18221,718057,59,19,single,rented,no,Financial Analyst,Guwahati,Assam,4,11,1
18224,228131,30,5,single,rented,no,Technician,Kakinada,Andhra_Pradesh,5,12,1
18225,600473,24,11,single,rented,no,Analyst,Faridabad,Haryana,6,14,1
18265,75855,33,17,single,rented,no,Technology specialist,Nagaon,Assam,12,11,1
18276,448452,22,7,single,rented,no,Graphic Designer,Bhind,Madhya_Pradesh,6,13,1
18285,147581,74,18,single,norent_noown,no,Chartered Accountant,Jalgaon,Maharashtra,9,11,1
18437,622010,65,8,single,rented,no,Consultant,Kakinada,Andhra_Pradesh,8,13,1
18448,332177,70,20,single,rented,no,Secretary,Sikar,Rajasthan,7,13,1
18475,265272,75,20,single,rented,no,Mechanical engineer,Delhi_city,Delhi,6,14,1
18483,469269,65,7,single,rented,no,Software Developer,Nashik,Maharashtra,3,12,1
18555,681686,71,18,single,rented,no,Artist,Mangalore,Karnataka,13,10,1
18559,291391,33,8,single,rented,no,Technical writer,Bhiwani,Haryana,6,13,1
18578,882249,36,14,single,owned,no,Dentist,Phagwara,Punjab,12,13,1
18582,998868,44,16,single,rented,no,Microbiologist,Hapur,Uttar_Pradesh,5,13,1
18599,90178,76,9,single,rented,no,Geologist,Mathura,Uttar_Pradesh,9,11,1
18680,229131,76,10,single,rented,no,Aviator,Ichalkaranji,Maharashtra,10,13,1
18708,270761,48,1,single,rented,no,Fashion Designer,Ajmer,Rajasthan,1,11,1
18755,110437,41,8,single,rented,no,Police officer,Gopalpur,West_Bengal,8,12,1
18856,72998,51,16,single,rented,no,Geologist,Purnia[26],Bihar,13,13,1
18935,681915,24,16,single,rented,no,Scientist,Ulhasnagar,Maharashtra,9,10,1
18943,739809,55,4,single,rented,no,Artist,Vijayanagaram,Andhra_Pradesh,4,12,1
18952,601404,47,20,single,rented,no,Petroleum Engineer,Navi_Mumbai,Maharashtra,8,10,1
19037,455805,72,0,single,rented,no,Aviator,Raurkela_Industrial_Township,Odisha,0,12,1
19101,794175,52,1,single,rented,no,Aviator,Nanded,Maharashtra,1,12,1
19150,827855,41,15,single,rented,no,Scientist,Vijayanagaram,Andhra_Pradesh,8,13,1
19191,915146,50,4,single,owned,no,Computer operator,Gandhidham,Gujarat,4,13,1
19246,670260,70,16,single,rented,no,Army officer,Siwan[32],Bihar,14,14,1
19251,357702,76,6,single,owned,no,Official,Solapur,Maharashtra,3,13,1
19462,429827,35,2,single,rented,no,Consultant,Silchar,Assam,2,14,1
19776,974413,35,1,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,1,14,1
